Air Temp (°C),Process Temp (°C),Rotational Speed (RPM),Torque (Nm),Tool Wear (Seconds),Failure Types
25.956639717042645,67.04417144025416,1365.895636460844,67.35673731357127,9790.37337669204,No Failure
29.502251304937783,73.11247985106813,2232.9333215832,59.11285154803416,4678.00297025705,No Failure
22.54656982631787,69.19307764498265,2187.0262962485217,57.1240870391815,4515.514493448559,No Failure
25.13191720153919,71.99355831557214,1789.084950526552,51.4247394328929,4039.7030380600895,No Failure
28.45195721501277,72.24202074992216,2076.91781888642,69.59818586920193,10335.81910865456,No Failure
23.090264977396,71.8809745497196,1907.563227411188,55.37762177082026,4295.13849185819,No Failure
24.109598614150187,62.61517476213314,2464.2322399225027,52.35637926475333,9955.28197790948,No Failure
23.589830953200764,75.89336633189161,1373.4192331965585,68.6590210910675,1078.125359481972,No Failure
23.381745946782807,74.38697567395009,1211.9401121582823,66.64972988668619,7706.4178564870845,No Failure
29.69662264616728,63.23407210659837,1718.1238054393016,56.90975437963563,5919.399301986595,No Failure
22.029410095077345,77.75237660591725,1838.430906370508,50.34027608329153,8182.629947431442,No Failure
25.34439761045473,75.30874823621754,1097.3491578758135,52.70839764468676,10368.765950055504,No Failure
24.89823141652304,77.04530680150101,2080.3183436151185,59.72072661743917,5962.284621932862,No Failure
22.039334025882077,76.09206541999934,1351.9995148632795,62.12567704699526,5966.451141405999,No Failure
28.204272890358894,77.4745091211933,2057.4107554967354,58.96188808300508,7001.756820533044,No Failure
22.31905029857325,61.57229769783007,1455.9957368063135,57.659026016581976,9587.109289745073,No Failure
29.18520716663644,68.53676405590437,2095.695836357986,52.33123272945082,5721.759148571483,No Failure
20.205476663558606,74.87991462581579,1368.1693476518672,52.341574375087625,2100.7773190312973,No Failure
22.07246545020824,62.04923363316572,2359.5057905045305,68.80213343221301,854.2524615567752,No Failure
25.48113386208375,72.22871747412222,1688.7811581661158,53.98398969242776,1902.738401553957,No Failure
25.35792799682589,62.02196556322234,1688.5609893049475,58.87753457446172,4466.75962694448,No Failure
21.83285684536303,78.11305901032844,1410.5806277016436,59.592440922927565,3454.0826531748035,No Failure
24.907525129709857,78.74905426892516,1320.6462180140295,65.04381404231907,9896.272675709057,No Failure
21.03037646980291,60.972311558440126,1085.079015870119,53.44751086723358,1491.8870054886972,No Failure
25.212053760070265,70.26074195451818,1238.4053049328106,63.85822620865004,7252.265316368578,No Failure
21.54392907500851,62.85877485104252,1639.0486401289245,62.881721884637926,2338.2040492836004,No Failure
23.255250676466154,60.88516678418495,1164.6492080830249,56.064960690248206,6864.566887965968,No Failure
29.702636480094057,79.16742460073164,1111.276410331377,52.87165660076084,5187.096361461639,No Failure
25.970806981986257,64.0618328175631,1282.03994452261,67.38799442979949,4657.482914825508,No Failure
20.660394172783818,77.57793945662361,1606.24276754033,62.71012012963951,405.101282874464,No Failure
29.08067102721118,74.29592466754653,1281.051288473219,66.11714296484078,942.466161723632,No Failure
24.814565286363425,69.95168806181002,1278.368841519474,58.89626617961989,11114.098725803566,No Failure
28.048691314848867,68.41951450224701,1878.1934002106805,57.27076774674156,9609.329050895629,No Failure
20.07164268547721,73.87290024553616,2121.645896767536,64.58045793967626,9563.531368429052,No Failure
29.88772918387803,78.02746944053811,2067.4661660130905,63.01228283697113,3157.416093734208,No Failure
23.97187434094493,64.1447437592644,1844.0142462300716,67.26477970047588,,No Failure
26.06913719725559,71.45011739626256,1332.4611645522082,54.18119056983091,7397.882525614455,No Failure
23.57450155344923,62.11258692791665,1329.1689108378418,60.392222517896734,6425.997637860188,No Failure
28.37706902645878,76.82404083968079,1944.7609033556605,50.01466265576014,10109.444297288095,No Failure
26.3065146145026,73.5230185165023,2115.645317551151,53.83506596472577,2117.831658747208,No Failure
27.78443242359214,61.51466909096952,2169.8027954446325,69.50294138581619,10217.019754009509,No Failure
23.07641550108324,77.85833713714632,1626.963109214348,54.96212752352841,4517.375865992382,No Failure
25.659065151595943,77.254985502506,1289.5245326056315,63.60954784865402,9903.240345721784,No Failure
23.558868997325693,77.06097327286011,2343.851482919479,59.169055055484975,2015.419187743324,No Failure
29.93246309216803,61.34541899301459,2208.69208458634,68.53871723249499,11061.194066074277,No Failure
23.983005100560632,79.17434206535455,1082.4095075246862,66.1503767190042,5569.143133926166,No Failure
24.985144824797885,65.17863963968793,1745.607820738306,66.87961249368203,11451.460924424777,No Failure
29.19307147452705,79.06065815204468,1206.533467418515,51.91783396736751,59.66021167123836,No Failure
23.64294521878936,63.987561276855885,1849.6682320614143,52.82250095624188,7995.915041699149,No Failure
22.60225797367835,74.8621348898971,1674.0243154651794,68.12645634625609,1130.5909702407698,No Failure
21.44313409752219,71.17277364341618,1423.7428304869002,67.32099820322333,9563.653879841951,No Failure
27.206289637923657,79.10318784351965,2354.2723564932003,62.12251470324095,1783.0160987077757,No Failure
24.835313374897176,69.39229301874416,1292.1345152582298,66.30205928163602,1533.6680314307891,No Failure
27.460014449392144,62.53981940980537,1157.4592815532858,67.47164414870443,8046.916308660287,No Failure
24.039596989942503,62.954714053659714,2171.130020798475,61.58387277431388,4674.24604865006,No Failure
28.49090358121095,73.98438939370956,1668.900755981339,58.18852901170766,2680.134254620359,No Failure
23.92837926163264,65.99217373799607,1761.4632573638587,51.23233121474526,9760.903760342266,No Failure
25.325232686484867,61.85674238744329,1199.8400586301875,55.66156874837465,5797.180952330819,No Failure
28.7496539904694,73.94769184711895,2187.474277359161,63.98586607122984,8168.696847625677,No Failure
24.640360206367088,62.20529472733655,1800.4255380923455,66.76224278803977,6770.283844930307,No Failure
25.03358361597047,76.17445038398179,1469.5120778481555,62.74570562305378,4954.826967748037,No Failure
21.992617179609727,73.80893855149182,2338.262431050482,55.56199614841595,3608.357711807608,No Failure
29.188079849908352,78.2759799282682,2465.8243341297134,51.10460983881215,8844.176849968811,No Failure
22.224952889255725,78.91702159009164,1533.2825615006068,61.06351854009988,10920.547812014813,No Failure
28.59713691272808,65.45223623970249,1274.314264570027,62.54284288492931,2303.9064362274125,No Failure
23.03959371305733,78.82325177896601,2375.526203910932,60.334517854870974,10936.196858807823,No Failure
23.855513648223354,74.59098593526457,1108.0189672868623,50.6206312277658,11909.446416007106,No Failure
29.462418185335427,75.50586049570532,1718.1763845395203,56.61198519593372,8941.17397000855,No Failure
22.25225006487349,63.91530603665179,2213.157923129512,61.16669055797518,2843.332384613408,No Failure
26.61566799957615,61.723735079701314,1989.2757847107423,53.87388158420427,11532.29001712112,No Failure
29.180976601405508,69.82823476624496,2237.9155529485224,66.81016948389714,4182.253236004337,No Failure
20.11335141707236,65.51813124593616,2012.9522612680407,58.328320175947646,4287.226514371451,No Failure
21.857802477752475,78.71910404773729,2296.0054453229,67.4102627927123,8485.416363445765,No Failure
28.041148138666728,77.89310152633252,1337.241808624572,53.29446800461431,8587.922484012453,No Failure
27.05346776760345,69.27845473775733,1383.4549022152128,50.310335992752606,7439.00944840814,No Failure
26.12300777515081,66.23360922771221,1046.8699424800957,68.72915431511348,910.8419935405338,No Failure
20.536019724802173,69.97356050838002,2238.235468899732,65.72169851653928,5339.091073940661,No Failure
29.03173772135452,62.50173093193381,1928.140871193972,52.45046741050968,3343.704723974116,No Failure
29.84393886696457,67.35504294916136,2197.141024029269,55.19040868250181,6859.094862943493,No Failure
27.7879385332354,64.81055615695414,1802.8371454713335,59.56775684314415,6459.8334129266495,No Failure
23.814837147742303,79.94812984193118,1286.218647059619,56.76895606560143,2616.14976081752,No Failure
22.52774590334695,62.58809977271572,2187.317055506005,62.033666309858376,11762.154193418995,No Failure
24.05670526474968,68.93954524107808,2336.7596327629453,68.86546210483755,9452.645423923652,No Failure
26.2924977317787,61.66897472487791,1586.6231728060263,55.30888859776286,2267.107566371404,No Failure
20.834622800658597,78.24181826299318,1623.5187341542724,58.75620609908701,730.7692292594398,No Failure
28.720345099177912,78.93862655893426,1038.2069391913087,57.534269774700206,1328.2881184649343,No Failure
28.0891830784656,74.58653117404988,1907.014414045792,55.64623687960247,3122.340062447997,No Failure
27.957242094668374,69.5002711565432,1038.7179239228574,55.50168730977531,5893.522961208019,No Failure
21.20398734851217,67.48011874729129,1236.1381633384335,66.32338751009235,6068.672931827307,No Failure
25.1220043666493,75.76804165360242,1114.0655067698467,50.95354106040664,10856.162805826838,No Failure
20.006369693851543,73.4436869115946,1695.3689199771768,68.91830500989812,2496.8088146075897,No Failure
28.61224830748121,65.11719088715294,2098.090075986803,50.05925002413643,4968.1310882011685,No Failure
22.17847709768781,69.27707447091296,1048.638982414945,58.37304367409587,1332.390711291452,No Failure
22.50700931053287,68.63681397391662,1016.1944837990274,59.77241269408867,1356.1817794156586,No Failure
20.52388407919232,67.87942685203231,1595.3288660485523,50.68033234922152,9927.346272937402,No Failure
23.096552152087085,74.56054043898368,1525.8452349843024,68.76684091080901,11683.038958332934,No Failure
23.507242425711468,64.97054503960706,1638.4334920797723,60.509215571871465,9848.36420999803,No Failure
22.07870928044829,79.49898771051458,2337.036313662497,68.95189071679856,3532.1737773814834,No Failure
28.89786620948812,72.74548161974522,1962.218194455768,61.26700112082026,4668.629090322054,No Failure
25.3870501236604,74.67012668478225,1530.779353246549,51.949656011522144,7363.410388303706,No Failure
28.650970431446076,77.35439154348674,2183.345025439713,57.57333001106155,9415.100576043484,No Failure
27.24957537866586,72.76589707642492,1927.7418712242647,65.23442370330847,5641.070942114396,No Failure
20.33227832451384,79.42644105015258,1292.6002808469889,68.01782783800688,8618.070520274763,No Failure
22.66455325565365,66.53381325530566,1101.9970523500554,64.05713181529444,10088.985741070035,No Failure
23.31669372192613,69.01558313696339,2027.4929262703083,63.09846491045518,4541.293192682221,No Failure
26.17351421073093,63.57193798570821,2156.376889089731,67.88230691398664,4119.645796987781,No Failure
23.31628968174489,79.28555489184524,2390.363804925912,62.49844802392953,3837.4151825451954,No Failure
27.277114928678344,74.29744447962105,1644.3988816980886,51.08133096136176,6658.965171032091,No Failure
28.12454926242648,79.71421957853917,1987.8373678656328,57.21253546438432,3802.713500109076,No Failure
21.5847552525026,61.473940699830834,1016.3493879842556,51.120699673531576,4832.034895002511,No Failure
27.431613920728992,69.56360083765541,1406.5279140934197,69.7421379915414,4551.040129407843,No Failure
21.516394790217504,60.220845099398765,2263.254434523804,55.31858912410095,34.0665661141597,No Failure
20.52415760638598,76.41468986618662,1665.9689082593914,58.633605784655046,8415.709044224626,No Failure
28.07533545773037,65.32700397043186,2445.454757997794,69.41900169702541,1050.8840749315834,No Failure
26.207762654588155,64.38013125911586,1556.6611878729277,58.1587789688395,2594.5772314597925,No Failure
25.498807586305176,63.53389249227087,2048.615841617868,51.78120080328425,11335.719029298025,No Failure
24.36359683715848,62.819001883904455,1461.1193560113493,64.76467573756308,7099.240060645364,No Failure
24.380384012663256,70.83735657675439,2245.7336919616373,61.945251764186814,6646.978757703699,No Failure
29.418655624722746,73.0215153521729,2496.61849450064,66.64424264301363,3820.465175348421,No Failure
29.81435152505059,76.99183106146926,1583.4660180161966,69.18924739441056,10248.318797824615,No Failure
24.639785672773957,60.07475329602976,1339.5318548506568,67.03566499093313,3836.554499272268,No Failure
28.83493091699517,63.92890455513824,2361.6545679142478,56.11062581994451,3838.649567062345,No Failure
25.38750762000599,67.8042711318477,2298.997400572393,63.58288387393221,8153.9243277813885,No Failure
21.4281415694256,63.831251313742925,2339.391790124102,64.41435449621638,1329.1508933955254,No Failure
24.554583813224543,70.12027358500364,2165.08703624306,62.51284244876041,3374.060530821362,No Failure
29.671492058850387,69.87735525000998,1312.18842023171,61.4703304165436,9088.491699695023,No Failure
26.67852147276562,70.49557544910328,2066.6739793569354,55.216643341992096,1399.923287685625,No Failure
20.3071958600504,73.43857093444838,1430.6238181478757,54.41976452971029,2042.3731824220963,No Failure
26.851764545775268,60.71519465020454,1620.6013462281967,69.2456631803536,4418.669727476214,No Failure
23.209108046078164,62.82468888406613,1576.2123863145953,57.49785841060365,1402.9691360311847,No Failure
21.671573213285875,64.13556436306328,1201.530584263798,69.55494003268592,4650.699559007973,No Failure
20.239763097752167,60.49236969799626,2077.663129383825,63.33968645787292,5294.476609608938,No Failure
22.13549085390907,64.93784425041788,2346.4955134527863,54.2806406472776,6695.238734022422,No Failure
28.11598224081597,61.83894968540315,2340.9010690376663,58.022665850932526,9997.627814989442,No Failure
28.957509431628623,64.30520934237734,1418.2727095442538,54.3126594129936,8705.888770872398,No Failure
27.008555455953797,79.72994806001117,1900.8809045920984,59.86020968067353,8538.783707596089,No Failure
23.869550534463784,60.297886889598495,1617.3524231982478,56.71434014241349,8713.324493561096,No Failure
21.855485613590037,73.1285910014577,1319.046268707923,63.36471783358748,1622.610909587448,No Failure
28.32110756811411,79.8441389480106,1494.774937416498,67.64496378978805,5242.459662440348,No Failure
21.821329844590345,65.63319892538354,1937.9927575765848,65.06002160691651,3301.765590917149,No Failure
22.36780852989021,63.74082813171324,1728.1369459735836,59.06090128830129,3410.9068270788694,No Failure
21.53342507065764,65.52242778062868,2483.701211054934,60.46108838736952,5216.162227830037,No Failure
25.18858981051023,73.09260502156985,2176.097260818613,59.86713567277698,1774.9861801043726,No Failure
23.1502947730078,67.17899306418809,2020.174669177384,56.84947015713048,1768.0745094272995,No Failure
28.700864552852487,65.08050660543364,1221.5093857590423,61.1655302517572,443.0065997473611,No Failure
28.08661092180473,72.67553152031151,2052.8314066359458,58.08724888596672,3936.933470386762,No Failure
25.377822851207124,75.33711563024491,1451.6036508003249,52.11014748002326,11950.033358432269,No Failure
20.56804865135835,71.22978946512853,2083.441248428137,69.78688661194919,9845.68369300104,No Failure
22.520132704645903,72.9608263763257,2156.2537905672966,66.14941226212449,6851.878038700593,No Failure
21.670424755882376,63.36573271863608,2063.52162726848,54.52607976630957,8314.075062065993,No Failure
24.565271868049628,64.30289525769768,2317.0399332615825,63.30895330319679,10105.826733041533,No Failure
26.406763721891664,68.13315841825082,1021.5214123678936,66.06368792046052,4989.842265868881,No Failure
27.27306529357553,77.60021903084225,1244.5125566704116,51.54554115245986,1839.170573818173,No Failure
26.050509412692453,71.20315540596278,1559.6841126090508,55.97614098695409,753.417153257009,No Failure
29.9521900367889,71.63473997735613,1453.7709107292385,69.56016534705884,2021.5565514743585,No Failure
24.661220781288108,65.10550234151052,2331.602207985868,56.341362774778496,9551.275868872572,No Failure
24.66666104938588,71.64474871046855,2342.6288884187297,53.56882758665812,3473.944220636029,No Failure
20.785881423954564,68.38285490144955,2458.5725623399626,65.51569770576246,10443.77299521219,No Failure
23.897605950671185,73.94072293945007,2288.9231046659006,59.73710021626243,5806.474453727556,No Failure
23.98205862889009,72.41550520976762,1155.386809678993,66.71444973955306,1078.754922113263,No Failure
22.683724174740615,71.97730856558084,1395.7009416459375,65.90478293173307,11437.096842888106,No Failure
26.47832853358009,62.39919420787726,2451.716860232442,52.1698581013939,9761.812302977392,No Failure
26.32741444152476,61.90525069420984,1209.6531898716028,60.02171646743774,2406.4829045463784,No Failure
20.62283542489387,74.32229200195016,2024.0078557633792,50.60260414096896,4164.821425130206,No Failure
23.38632817556209,72.99706352405582,2000.568788352558,57.97919324684896,9539.364397304444,No Failure
23.555320819685186,79.54970397897156,2482.806533813936,56.15684731018916,9754.608817615755,No Failure
21.80009565758718,62.69022629592461,2372.855015944728,53.82900461407841,3121.5591878092105,No Failure
28.18128565351597,78.33386115044314,1085.7172179595727,53.64024755918864,3608.488134905559,No Failure
26.042375334608263,72.81150880190573,1695.5387057063106,55.16149227786428,315.94345280774985,No Failure
28.17204602469257,67.92686648837423,1678.4828188845595,66.20584806876153,3001.3808993606644,No Failure
28.81971612099347,78.14738195067288,1158.8230513370402,51.699292925700085,7871.751472331705,No Failure
21.37750272784912,64.75332551389916,1975.5003508845189,61.90080495735484,10503.905696914766,No Failure
28.432455613641583,68.91934010051924,1069.6390050386003,60.05572773086591,8737.479268649013,No Failure
29.123910048989924,64.29373860720824,1622.2688658550446,52.984795444671335,7212.209563324871,No Failure
20.772958204767672,75.73899769705407,1667.3745493906345,57.68526874635344,8156.394945914541,No Failure
21.54435996137212,78.5290940630884,1713.4440867093522,64.0505310900997,8470.487763525989,No Failure
23.90339570463857,78.5265209985369,1293.4532024588607,62.64187409946581,3085.566823994761,No Failure
